Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
1222138M,2003-12-22 00:00:00,2003-11-23 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Denied,0.0,Deny,29.0,200.0
2005021175979,2005-01-21 00:00:00,2005-01-12 00:00:00,PHX,Phoenix Sky Harbor International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,26.0,Approved,26.0,Approve in Full,9.0,0.0
2007012419374,2007-01-17 00:00:00,2006-12-21 00:00:00,SMF,Sacramento International Airport,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers),201.0,Denied,0.0,Deny,27.0,201.0
2004122871382,2004-11-23 00:00:00,2004-10-05 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),250.0,Denied,0.0,Deny,49.0,250.0
2004070158205,2004-06-10 00:00:00,2004-05-01 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Currency,60.0,Approved,60.0,Approve in Full,40.0,0.0
0804041M,2003-08-04 00:00:00,2003-07-21 00:00:00,LGA,LaGuardia,American Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),30.0,Approved,30.0,Approve in Full,14.0,0.0
2004111567077,2004-10-05 00:00:00,2004-09-14 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Sun Country Airlines Inc,Property Damage,Checkpoint,Computer - Laptop,965.0,Settled,193.0,Settle,21.0,772.0
2007120736207,2007-12-05 00:00:00,2007-10-19 00:00:00,BOS,Boston (Logan) International Airport,USAir,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,219.95,Approved,219.95,Approve in Full,47.0,0.0
2004100564444,2004-08-19 00:00:00,2004-08-08 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Locks,12.72,Approved,12.72,Approve in Full,11.0,0.0
2008091850043,2008-09-11 00:00:00,2008-07-15 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,359.0,Denied,0.0,Deny,58.0,359.0
0211113L,2003-02-11 00:00:00,2003-01-09 00:00:00,LGA,LaGuardia,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Settled,25.0,Settle,33.0,25.0
2005091492515,2005-09-06 00:00:00,2004-09-24 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,321.29,Settled,245.44,Settle,347.0,75.85000000000002
2005052085208,2005-05-17 00:00:00,2005-05-11 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Property Damage,Checked Baggage,Locks,150.0,Denied,0.0,Deny,6.0,150.0
2007101233322,2007-10-09 00:00:00,2007-09-30 00:00:00,MKE,General Mitchell International Airport,Midwest Express Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,34.99,Denied,0.0,Deny,9.0,34.99
2004051251470,2004-05-04 00:00:00,2004-04-04 00:00:00,PHX,Phoenix Sky Harbor International,ATA Aerocondor,Property Damage,Checked Baggage,Luggage (all types including footlockers),99.99,Settled,50.0,Settle,30.0,49.989999999999995
2007071128085,2007-07-03 00:00:00,2007-05-15 00:00:00,SRQ,Sarasota Bradenton International,Continental Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,725.0,Denied,0.0,Deny,49.0,725.0
2005042783518,2005-04-26 00:00:00,2005-02-17 00:00:00,SAV,Savannah International,Independence Air,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,85.52,Approved,85.52,Approve in Full,68.0,0.0
2006120616736,2006-11-27 00:00:00,2006-11-11 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),70.0,Settled,35.0,Settle,16.0,35.0
2004091362708,2004-08-10 00:00:00,2004-07-10 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Theft,Checked Baggage,Locks,10.77,Approved,10.77,Approve in Full,31.0,0.0
2006082811635,2006-08-22 00:00:00,2006-08-11 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Bags - Fabric; plastic; etc. (not purses); Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,320.22,Settled,218.35,Settle,11.0,101.87000000000003
2006081711218,2006-08-14 00:00:00,2006-06-07 00:00:00,MKE,General Mitchell International Airport,Midwest Express Airlines,Passenger Property Loss,Checked Baggage,Batteries - Dry cell only; Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),300.0,Denied,0.0,Deny,68.0,300.0
2009110565159,2009-10-30 00:00:00,2009-09-02 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,63.62,Denied,0.0,Deny,58.0,63.62
2004051351809,2004-03-24 00:00:00,2004-03-10 00:00:00,PVD,TF Green Airport; Providence,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,60.0,Approved,60.0,Approve in Full,14.0,0.0
2006112916425,2006-11-21 00:00:00,2006-09-07 00:00:00,JNU,Juneau International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,117.06,Approved,117.06,Approve in Full,75.0,0.0
2007092832764,2007-09-28 00:00:00,2007-08-05 00:00:00,SJU,Luis Munoz Marin International,Continental Airlines,Passenger Property Loss,Checked Baggage,Watches - Inexpensive $100 or less,100.0,Denied,0.0,Deny,54.0,100.0
2009051959084,2009-05-07 00:00:00,2009-04-26 00:00:00,PHX,Phoenix Sky Harbor International,USAir,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),284.87,Denied,0.0,Deny,11.0,284.87
2004102765709,2004-09-10 00:00:00,2004-07-15 00:00:00,FSD,Joe Foss Field,UAL,Property Damage,Checked Baggage,Other,38.84,Approved,38.84,Approve in Full,57.0,0.0
2008011838153,2008-01-11 00:00:00,2008-01-06 00:00:00,ONT,Ontario International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),220.0,Settled,50.0,Settle,5.0,170.0
2008071747088,2008-09-05 00:00:00,2008-06-21 00:00:00,MKE,General Mitchell International Airport,Midwest Express Airlines,Property Damage,Checked Baggage,Cameras - Digital,189.0,Denied,0.0,Deny,76.0,189.0
2005112596424,2005-11-14 00:00:00,2005-06-06 00:00:00,HNL,Honolulu International Airport,Aloha Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,470.42,Denied,0.0,Deny,161.0,470.42
2006011399544,2006-01-10 00:00:00,2006-01-01 00:00:00,MSP,Minneapolis/ St.Paul International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,74.93,Denied,0.0,Deny,9.0,74.93
2006012600440,2006-01-23 00:00:00,2006-01-02 00:00:00,RIC,Richmond International,AirTran Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,72.0,Denied,0.0,Deny,21.0,72.0
2009032056531,2009-03-03 00:00:00,2009-02-16 00:00:00,PIT,Pittsburgh International Airport,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Locks,9.98,Denied,0.0,Deny,15.0,9.98
2006032703705,2006-03-21 00:00:00,2006-03-02 00:00:00,PHX,Phoenix Sky Harbor International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,10.98,Approved,10.98,Approve in Full,19.0,0.0
2008022740258,2008-02-21 00:00:00,2008-02-12 00:00:00,PSP,Palm Springs International,Continental Airlines,Passenger Property Loss,Checked Baggage,DVD/CD Players,175.0,Denied,0.0,Deny,9.0,175.0
2005120797225,2005-11-23 00:00:00,2005-10-30 00:00:00,TUS,Tucson International,Southwest Airlines,Property Damage,Checkpoint,Other,50.0,Approved,50.0,Approve in Full,24.0,0.0
2006010698959,2005-01-02 00:00:00,2005-12-24 00:00:00,LAS,McCarran International,Mexicana,Passenger Property Loss,Checked Baggage,Other,273.87,Denied,0.0,Deny,-356.0,273.87
2007110534476,2007-10-31 00:00:00,2007-07-13 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,50.0,Denied,0.0,Deny,110.0,50.0
2006062108367,2006-06-20 00:00:00,2006-06-13 00:00:00,PIT,Pittsburgh International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,21.63,Approved,21.63,Approve in Full,7.0,0.0
2005060886019,2005-05-31 00:00:00,2005-05-07 00:00:00,MCO,Orlando International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),55.0,Settled,42.79,Settle,24.0,12.21
2004052553389,2004-04-15 00:00:00,2004-03-25 00:00:00,EWR,Newark International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),53.0,Approved,53.0,Approve in Full,21.0,0.0
2008013038869,2008-01-24 00:00:00,2007-12-30 00:00:00,AUS,Austin-Bergstrom International Airport,Continental Airlines,Property Damage,Checkpoint,Computer - Laptop,757.74,Approved,757.74,Approve in Full,25.0,0.0
2006122818064,2006-12-27 00:00:00,2006-12-23 00:00:00,DAY,James M. Cox Dayton International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),300.0,Denied,0.0,Deny,4.0,300.0
2007062127309,2007-06-19 00:00:00,2007-04-22 00:00:00,GSP,Greenville-Spartanburg,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),40.0,Denied,0.0,Deny,58.0,40.0
2007112035211,2007-11-13 00:00:00,2007-10-23 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Locks,21.34,Approved,21.34,Approve in Full,21.0,0.0
0805043M,2003-08-05 00:00:00,2003-06-11 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Passenger Property Loss,Checkpoint,Currency,280.0,Approved,280.0,Approve in Full,55.0,0.0
2004080960846,2004-07-09 00:00:00,2004-05-11 00:00:00,F,Foreign airport,Spirit Airlines,Passenger Theft,Checked Baggage,Other,823.99,Denied,0.0,Deny,59.0,823.99
2005100393635,2005-09-23 00:00:00,2005-08-08 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Passenger Property Loss,Checkpoint,Medicines,230.0,Settled,115.0,Settle,46.0,115.0
2006090712121,2006-09-05 00:00:00,2006-08-18 00:00:00,OAK,Metropolitan Oakland International,Continental Airlines,Passenger Property Loss,Checked Baggage,Currency,135.0,Denied,0.0,Deny,18.0,135.0
2005012774533,2005-01-07 00:00:00,2004-12-01 00:00:00,HOU,William P. Hobby,Delta Air Lines,Property Damage,Checked Baggage,Other,60.0,Settled,30.0,Settle,37.0,30.0
2006022702200,2006-02-23 00:00:00,2006-01-27 00:00:00,FWA,Ft. Wayne Municipal- Baer Field,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,27.0,Approved,27.0,Approve in Full,27.0,0.0
2006112716249,2006-11-27 00:00:00,2006-11-20 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),500.0,Denied,0.0,Deny,7.0,500.0
2007062527444,2007-06-22 00:00:00,2007-01-17 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,318.5,Denied,0.0,Deny,156.0,318.5
2005103195378,2005-10-28 00:00:00,2005-10-01 00:00:00,HNL,Honolulu International Airport,UAL,Property Damage,Checked Baggage,Cameras - Digital,100.0,Approved,100.0,Approve in Full,27.0,0.0
2006020200830,2006-01-27 00:00:00,2006-01-16 00:00:00,HDN,Yampa Valley Regional,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,60.0,Denied,0.0,Deny,11.0,60.0
2004122270361,2004-11-15 00:00:00,2004-10-20 00:00:00,DFW,Dallas-Fort Worth International Airport,AirTran Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,609.0,Settled,294.5,Settle,26.0,314.5
2004122370654,2004-11-04 00:00:00,2004-03-30 00:00:00,CLE,Cleveland Hopkins International,Delta Air Lines,Property Damage,Checked Baggage,Photographic Film,8.63,Denied,0.0,Deny,219.0,8.63
0602027L,2003-06-02 00:00:00,2003-04-22 00:00:00,BOS,Boston (Logan) International Airport,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,180.0,Settled,90.0,Settle,41.0,90.0
2007073029356,2007-07-25 00:00:00,2007-03-16 00:00:00,SAN,San Diego International,Southwest Airlines,Property Damage,Checked Baggage,Other,212.98,Denied,0.0,Deny,131.0,212.98
2005071889119,2005-07-07 00:00:00,2005-05-30 00:00:00,PBI,Palm Beach International,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),138.4,Denied,0.0,Deny,38.0,138.4
2004122771060,2004-11-23 00:00:00,2004-11-07 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,52.49,Approved,52.49,Approve in Full,16.0,0.0
2004122871408,2004-12-01 00:00:00,2004-11-02 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Passenger Property Loss,Checked Baggage,Other,410.79,Approved,410.79,Approve in Full,29.0,0.0
2005120196747,2005-11-18 00:00:00,2005-10-27 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,16.0,Approved,16.0,Approve in Full,22.0,0.0
2005032279126,2005-02-23 00:00:00,2005-02-17 00:00:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,479.0,Denied,0.0,Deny,6.0,479.0
2009120866208,2009-12-02 00:00:00,2009-03-30 11:47:00,MIA,Miami International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,60.33,Approved,60.33,Approve in Full,246.0,0.0
0523003L,2003-05-23 00:00:00,2003-05-08 00:00:00,RSW,Southwest Florida International,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,975.0,Settled,975.0,Settle,15.0,0.0
2008042343255,2008-04-17 00:00:00,2008-03-21 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),50.0,Approved,50.0,Approve in Full,27.0,0.0
2004092763902,2004-08-10 00:00:00,2004-08-02 00:00:00,DFW,Dallas-Fort Worth International Airport,USAir,Property Damage,Checked Baggage,Other,65.0,Approved,65.0,Approve in Full,8.0,0.0
2004122169954,2004-11-14 00:00:00,2004-09-26 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),116.6,Approved,116.6,Approve in Full,49.0,0.0
2006071409500,2006-07-11 00:00:00,2006-06-23 00:00:00,ORD,Chicago O'Hare International Airport,USA 3000 (U5),Passenger Property Loss,Checked Baggage,Jewelry - Fine,500.0,Denied,0.0,Deny,18.0,500.0
2007082330786,2007-08-21 00:00:00,2007-08-04 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,50.0,Approved,50.0,Approve in Full,17.0,0.0
2006051206182,2006-05-02 00:00:00,2006-01-27 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Baby - Strollers; car seats; playpen; etc.,150.0,Approved,150.0,Approve in Full,95.0,0.0
2004060354570,2004-04-21 00:00:00,2004-03-26 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,398.75,Settled,199.38,Settle,26.0,199.37
2008122353744,2008-12-17 00:00:00,2008-11-18 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,19.99,Settled,10.0,Settle,29.0,9.989999999999998
2009031156087,2009-02-23 00:00:00,2009-02-19 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,490.0,Denied,0.0,Deny,4.0,490.0
2007082130586,2007-08-20 00:00:00,2007-08-16 00:00:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,123.98,Denied,0.0,Deny,4.0,123.98
2008111952469,2008-11-14 00:00:00,2008-11-05 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses); Other,250.0,Denied,0.0,Deny,9.0,250.0
2006051706494,2006-05-16 00:00:00,2006-05-03 00:00:00,AUS,Austin-Bergstrom International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),199.0,Denied,0.0,Deny,13.0,199.0
2005081890798,2005-08-09 00:00:00,2005-06-17 00:00:00,TPA,Tampa International,UAL,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,110.0,Approved,110.0,Approve in Full,53.0,0.0
0305069L,2003-03-05 00:00:00,2003-01-06 00:00:00,BUF,Buffalo Niagara International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Locks,149.0,Approved,149.0,Approve in Full,58.0,0.0
2006091912900,2006-09-15 00:00:00,2006-07-24 00:00:00,BOS,Boston (Logan) International Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,250.0,Settled,175.0,Settle,53.0,75.0
2005072589667,2005-07-22 00:00:00,2005-06-07 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Locks,15.99,Approved,15.99,Approve in Full,45.0,0.0
2004110766627,2004-09-28 00:00:00,2004-07-28 00:00:00,TUL,Tulsa International Airport,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),250.0,Denied,0.0,Deny,62.0,250.0
2006091312499,2006-09-06 00:00:00,2006-08-09 00:00:00,IAH,Houston - George Bush Intercontinental Airport,UAL,Property Damage,Checkpoint,Handbags & Purses (leather or fabric),398.36,Settled,199.18,Settle,28.0,199.18
2009091463613,2009-09-14 00:00:00,2009-07-26 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,373.0,Denied,0.0,Deny,50.0,373.0
2005010472410,2004-12-14 00:00:00,2004-11-11 00:00:00,TPA,Tampa International,AirTran Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),35.0,Approved,35.0,Approve in Full,33.0,0.0
0625189M,2003-06-25 00:00:00,2003-05-26 00:00:00,PHL,Philadelphia International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,500.0,Settled,100.0,Settle,30.0,400.0
2005120697035,2005-11-22 00:00:00,2005-04-10 00:00:00,MIA,Miami International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),21.57,Approved,21.57,Approve in Full,226.0,0.0
2008052044572,2008-05-19 00:00:00,2008-05-05 00:00:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),250.0,Denied,0.0,Deny,14.0,250.0
2006091512625,2006-09-12 00:00:00,2006-08-26 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,114.41,Denied,0.0,Deny,17.0,114.41
0717079M,2003-07-17 00:00:00,2003-06-17 00:00:00,BOS,Boston (Logan) International Airport,UAL,Property Damage,Checked Baggage,Computer - Laptop,703.2,Settled,351.1,Settle,30.0,352.1
2005031778554,2005-02-24 00:00:00,2005-01-13 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.0,Denied,0.0,Deny,42.0,150.0
1119154M,2003-11-19 00:00:00,2003-10-28 00:00:00,PHL,Philadelphia International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),50.0,Approved,50.0,Approve in Full,22.0,0.0
2007032622991,2007-03-23 00:00:00,2007-03-05 00:00:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Passenger Property Loss,Checkpoint,Cameras - Digital,500.0,Denied,0.0,Deny,18.0,500.0
2006052406929,2006-05-23 00:00:00,2006-04-19 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Boxes - Jewelry; Cigarette; Music; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,142.62,Settled,71.31,Settle,34.0,71.31
2008093050586,2008-09-23 00:00:00,2008-09-05 00:00:00,JFK,John F. Kennedy International,Jet Blue,Passenger Property Loss,Checkpoint,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),450.86,Denied,0.0,Deny,18.0,450.86
2005030977366,2005-02-01 00:00:00,2005-01-12 00:00:00,PDX,Portland International,Hawaiian Airlines,Property Damage,Checked Baggage,Locks,100.0,Denied,0.0,Deny,20.0,100.0
2008020439042,2008-02-05 00:00:00,2008-01-04 00:00:00,COS,Colorado Springs Municipal,UAL,Passenger Property Loss,Checked Baggage,Other,214.45,Denied,0.0,Deny,32.0,214.45
2006092713359,2006-09-21 00:00:00,2006-08-15 00:00:00,SNA,John Wayne,Alaska Airlines,Property Damage,Checkpoint,MP3 Players-(iPods; etc),300.0,Denied,0.0,Deny,37.0,300.0
2005120997423,2005-11-30 00:00:00,2005-11-28 00:00:00,ONT,Ontario International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,978.39,Settled,565.0,Settle,2.0,413.39
2008031040685,2008-02-28 00:00:00,2008-02-22 00:00:00,CHS,Charleston International,Delta Air Lines,Property Damage,Checkpoint,Luggage (all types including footlockers),294.55,Denied,0.0,Deny,6.0,294.55
2007122636897,2007-12-19 00:00:00,2007-11-17 00:00:00,TUS,Tucson International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,40.0,Denied,0.0,Deny,32.0,40.0
2005092693230,2004-09-14 00:00:00,2004-10-16 00:00:00,PDX,Portland International,UAL,Passenger Property Loss,Checked Baggage,Locks,12.0,Approved,12.0,Approve in Full,-32.0,0.0
2007082730889,2007-08-21 00:00:00,2007-08-05 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checkpoint,Computer - Laptop,389.0,Settled,79.47,Settle,16.0,309.53
2005042783548,2005-04-26 00:00:00,2005-03-12 00:00:00,MDW,Midway International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,300.0,Denied,0.0,Deny,45.0,300.0
2010010467026,2009-12-17 00:00:00,2009-12-04 13:30:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,123.05,Approved,123.05,Approve in Full,12.0,0.0
2006052406879,2006-05-22 00:00:00,2006-04-26 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),87.0,Denied,0.0,Deny,26.0,87.0
2007081630390,2007-08-15 00:00:00,2007-08-12 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Costume,200.0,Denied,0.0,Deny,3.0,200.0
2004090161876,2004-08-03 00:00:00,2004-07-14 00:00:00,HNL,Honolulu International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Jewelry - Fine,381.28,Approved,381.28,Approve in Full,20.0,0.0
2006091912840,2006-09-15 00:00:00,2006-08-08 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Property Damage,Checked Baggage,Paintings and Pictures (including frames; etchings; photos; etc),113.0,Approved,113.0,Approve in Full,38.0,0.0
2005030777121,2005-02-01 00:00:00,2005-01-18 00:00:00,EVV,Evansville Regional Airport,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,294.94,Approved,294.94,Approve in Full,14.0,0.0
2005040481327,2005-03-29 00:00:00,2005-02-09 00:00:00,IAH,Houston - George Bush Intercontinental Airport,USAir,Property Damage,Checked Baggage,Other,42.19,Approved,42.19,Approve in Full,48.0,0.0
2004111667108,2004-10-05 00:00:00,2004-08-03 00:00:00,ABQ,Albuquerque International Sunport Airport,America West,Passenger Property Loss,Checked Baggage,Other,30.0,Denied,0.0,Deny,63.0,30.0
2008081148347,2008-08-01 00:00:00,2008-05-25 00:00:00,MSN,Dane County Regional (Madison),Midwest Express Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,585.6,Denied,0.0,Deny,68.0,585.6
2005071288777,2005-07-11 00:00:00,2005-06-18 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,375.0,Denied,0.0,Deny,23.0,375.0
2009050658400,2009-04-21 00:00:00,2009-04-14 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checkpoint,Baskets - Wicker or plastic,40.0,Approved,40.0,Approve in Full,7.0,0.0
0602050L,2003-06-02 00:00:00,2003-05-14 00:00:00,TPA,Tampa International,American Airlines,Passenger Property Loss,Checked Baggage,Other,60.0,Settled,30.0,Settle,19.0,30.0
2008052044536,2008-05-15 00:00:00,2008-05-12 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checkpoint,Computer - Laptop,700.0,Approved,700.0,Approve in Full,3.0,0.0
2007011118633,2007-01-05 00:00:00,2006-12-27 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),74.74,Denied,0.0,Deny,9.0,74.74
1009223M,2003-10-09 00:00:00,2003-09-25 00:00:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,200.0,Settled,100.0,Settle,14.0,100.0
2005062286893,2005-06-09 00:00:00,2005-06-04 00:00:00,ABE,Lehigh Valley International Airport; Allentown,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital,419.58,Settled,189.53,Settle,5.0,230.04999999999998
2009032656982,2009-03-13 00:00:00,2008-12-19 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,11.74,Denied,0.0,Deny,84.0,11.74
2004071359227,2004-06-22 00:00:00,2004-05-03 00:00:00,LAS,McCarran International,America West,Property Damage,Checked Baggage,Luggage (all types including footlockers),250.0,Denied,0.0,Deny,50.0,250.0
2005081090318,2005-08-02 00:00:00,2005-07-16 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,12.0,Denied,0.0,Deny,17.0,12.0
2008062646209,2008-06-20 00:00:00,2008-03-01 00:00:00,RSW,Southwest Florida International,Delta Air Lines,Property Damage,Checked Baggage,Computer - Laptop; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,314.0,Denied,0.0,Deny,111.0,314.0
2009022355751,2009-02-06 00:00:00,2009-01-22 00:00:00,IAD,Washington Dulles International,Virgin America,Property Damage,Checked Baggage,Luggage (all types including footlockers),86.99,Denied,0.0,Deny,15.0,86.99
2007100933140,2007-10-09 00:00:00,2007-07-20 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),52.5,Denied,0.0,Deny,81.0,52.5
